@relation 'Scene: -C 6'

@attribute beach {0,1}
@attribute sunset {0,1}
@attribute foliage {0,1}
@attribute field {0,1}
@attribute mountain {0,1}
@attribute urban {0,1}
@attribute Att1 {0,1}
@attribute Att2 {0,1}
@attribute Att3 {0,1}
@attribute Att4 {0,1}
@attribute Att5 {0,1}
@attribute Att6 {0,1}
@attribute Att7 {0,1}
@attribute Att8 {0,1}
@attribute Att9 {0,1}
@attribute Att10 {0,1}
@attribute Att11 {0,1}
@attribute Att12 {0,1}
@attribute Att13 {0,1}
@attribute Att14 {0,1}
@attribute Att15 {0,1}
@attribute Att16 {0,1}
@attribute Att17 {0,1}
@attribute Att18 {0,1}
@attribute Att19 {0,1}
@attribute Att20 {0,1}
@attribute Att21 {0,1}
@attribute Att22 {0,1}
@attribute Att23 {0,1}
@attribute Att24 {0,1}
@attribute Att25 {0,1}
@attribute Att26 {0,1}
@attribute Att27 {0,1}
@attribute Att28 {0,1}
@attribute Att29 {0,1}
@attribute Att30 {0,1}
@attribute Att31 {0,1}
@attribute Att32 {0,1}
@attribute Att33 {0,1}
@attribute Att34 {0,1}
@attribute Att35 {0,1}
@attribute Att36 {0,1}
@attribute Att37 {0,1}
@attribute Att38 {0,1}
@attribute Att39 {0,1}
@attribute Att40 {0,1}
@attribute Att41 {0,1}
@attribute Att42 {0,1}
@attribute Att43 {0,1}
@attribute Att44 {0,1}
@attribute Att45 {0,1}
@attribute Att46 {0,1}
@attribute Att47 {0,1}
@attribute Att48 {0,1}
@attribute Att49 {0,1}
@attribute Att50 {0,1}
@attribute Att51 {0,1}
@attribute Att52 {0,1}
@attribute Att53 {0,1}
@attribute Att54 {0,1}
@attribute Att55 {0,1}
@attribute Att56 {0,1}
@attribute Att57 {0,1}
@attribute Att58 {0,1}
@attribute Att59 {0,1}
@attribute Att60 {0,1}
@attribute Att61 {0,1}
@attribute Att62 {0,1}
@attribute Att63 {0,1}
@attribute Att64 {0,1}
@attribute Att65 {0,1}
@attribute Att66 {0,1}
@attribute Att67 {0,1}
@attribute Att68 {0,1}
@attribute Att69 {0,1}
@attribute Att70 {0,1}
@attribute Att71 {0,1}
@attribute Att72 {0,1}
@attribute Att73 {0,1}
@attribute Att74 {0,1}
@attribute Att75 {0,1}
@attribute Att76 {0,1}
@attribute Att77 {0,1}
@attribute Att78 {0,1}
@attribute Att79 {0,1}
@attribute Att80 {0,1}
@attribute Att81 {0,1}
@attribute Att82 {0,1}
@attribute Att83 {0,1}
@attribute Att84 {0,1}
@attribute Att85 {0,1}
@attribute Att86 {0,1}
@attribute Att87 {0,1}
@attribute Att88 {0,1}
@attribute Att89 {0,1}
@attribute Att90 {0,1}
@attribute Att91 {0,1}
@attribute Att92 {0,1}
@attribute Att93 {0,1}
@attribute Att94 {0,1}
@attribute Att95 {0,1}
@attribute Att96 {0,1}
@attribute Att97 {0,1}
@attribute Att98 {0,1}
@attribute Att99 {0,1}
@attribute Att100 {0,1}
@attribute Att101 {0,1}
@attribute Att102 {0,1}
@attribute Att103 {0,1}
@attribute Att104 {0,1}
@attribute Att105 {0,1}
@attribute Att106 {0,1}
@attribute Att107 {0,1}
@attribute Att108 {0,1}
@attribute Att109 {0,1}
@attribute Att110 {0,1}
@attribute Att111 {0,1}
@attribute Att112 {0,1}
@attribute Att113 {0,1}
@attribute Att114 {0,1}
@attribute Att115 {0,1}
@attribute Att116 {0,1}
@attribute Att117 {0,1}
@attribute Att118 {0,1}
@attribute Att119 {0,1}
@attribute Att120 {0,1}
@attribute Att121 {0,1}
@attribute Att122 {0,1}
@attribute Att123 {0,1}
@attribute Att124 {0,1}
@attribute Att125 {0,1}
@attribute Att126 {0,1}
@attribute Att127 {0,1}
@attribute Att128 {0,1}
@attribute Att129 {0,1}
@attribute Att130 {0,1}
@attribute Att131 {0,1}
@attribute Att132 {0,1}
@attribute Att133 {0,1}
@attribute Att134 {0,1}
@attribute Att135 {0,1}
@attribute Att136 {0,1}
@attribute Att137 {0,1}
@attribute Att138 {0,1}
@attribute Att139 {0,1}
@attribute Att140 {0,1}
@attribute Att141 {0,1}
@attribute Att142 {0,1}
@attribute Att143 {0,1}
@attribute Att144 {0,1}
@attribute Att145 {0,1}
@attribute Att146 {0,1}
@attribute Att147 {0,1}
@attribute Att148 {0,1}
@attribute Att149 {0,1}
@attribute Att150 {0,1}
@attribute Att151 {0,1}
@attribute Att152 {0,1}
@attribute Att153 {0,1}
@attribute Att154 {0,1}
@attribute Att155 {0,1}
@attribute Att156 {0,1}
@attribute Att157 {0,1}
@attribute Att158 {0,1}
@attribute Att159 {0,1}
@attribute Att160 {0,1}
@attribute Att161 {0,1}
@attribute Att162 {0,1}
@attribute Att163 {0,1}
@attribute Att164 {0,1}
@attribute Att165 {0,1}
@attribute Att166 {0,1}
@attribute Att167 {0,1}
@attribute Att168 {0,1}
@attribute Att169 {0,1}
@attribute Att170 {0,1}
@attribute Att171 {0,1}
@attribute Att172 {0,1}
@attribute Att173 {0,1}
@attribute Att174 {0,1}
@attribute Att175 {0,1}
@attribute Att176 {0,1}
@attribute Att177 {0,1}
@attribute Att178 {0,1}
@attribute Att179 {0,1}
@attribute Att180 {0,1}
@attribute Att181 {0,1}
@attribute Att182 {0,1}
@attribute Att183 {0,1}
@attribute Att184 {0,1}
@attribute Att185 {0,1}
@attribute Att186 {0,1}
@attribute Att187 {0,1}
@attribute Att188 {0,1}
@attribute Att189 {0,1}
@attribute Att190 {0,1}
@attribute Att191 {0,1}
@attribute Att192 {0,1}
@attribute Att193 {0,1}
@attribute Att194 {0,1}
@attribute Att195 {0,1}
@attribute Att196 {0,1}
@attribute Att197 {0,1}
@attribute Att198 {0,1}
@attribute Att199 {0,1}
@attribute Att200 {0,1}
@attribute Att201 {0,1}
@attribute Att202 {0,1}
@attribute Att203 {0,1}
@attribute Att204 {0,1}
@attribute Att205 {0,1}
@attribute Att206 {0,1}
@attribute Att207 {0,1}
@attribute Att208 {0,1}
@attribute Att209 {0,1}
@attribute Att210 {0,1}
@attribute Att211 {0,1}
@attribute Att212 {0,1}
@attribute Att213 {0,1}
@attribute Att214 {0,1}
@attribute Att215 {0,1}
@attribute Att216 {0,1}
@attribute Att217 {0,1}
@attribute Att218 {0,1}
@attribute Att219 {0,1}
@attribute Att220 {0,1}
@attribute Att221 {0,1}
@attribute Att222 {0,1}
@attribute Att223 {0,1}
@attribute Att224 {0,1}
@attribute Att225 {0,1}
@attribute Att226 {0,1}
@attribute Att227 {0,1}
@attribute Att228 {0,1}
@attribute Att229 {0,1}
@attribute Att230 {0,1}
@attribute Att231 {0,1}
@attribute Att232 {0,1}
@attribute Att233 {0,1}
@attribute Att234 {0,1}
@attribute Att235 {0,1}
@attribute Att236 {0,1}
@attribute Att237 {0,1}
@attribute Att238 {0,1}
@attribute Att239 {0,1}
@attribute Att240 {0,1}
@attribute Att241 {0,1}
@attribute Att242 {0,1}
@attribute Att243 {0,1}
@attribute Att244 {0,1}
@attribute Att245 {0,1}
@attribute Att246 {0,1}
@attribute Att247 {0,1}
@attribute Att248 {0,1}
@attribute Att249 {0,1}
@attribute Att250 {0,1}
@attribute Att251 {0,1}
@attribute Att252 {0,1}
@attribute Att253 {0,1}
@attribute Att254 {0,1}
@attribute Att255 {0,1}
@attribute Att256 {0,1}
@attribute Att257 {0,1}
@attribute Att258 {0,1}
@attribute Att259 {0,1}
@attribute Att260 {0,1}
@attribute Att261 {0,1}
@attribute Att262 {0,1}
@attribute Att263 {0,1}
@attribute Att264 {0,1}
@attribute Att265 {0,1}
@attribute Att266 {0,1}
@attribute Att267 {0,1}
@attribute Att268 {0,1}
@attribute Att269 {0,1}
@attribute Att270 {0,1}
@attribute Att271 {0,1}
@attribute Att272 {0,1}
@attribute Att273 {0,1}
@attribute Att274 {0,1}
@attribute Att275 {0,1}
@attribute Att276 {0,1}
@attribute Att277 {0,1}
@attribute Att278 {0,1}
@attribute Att279 {0,1}
@attribute Att280 {0,1}
@attribute Att281 {0,1}
@attribute Att282 {0,1}
@attribute Att283 {0,1}
@attribute Att284 {0,1}
@attribute Att285 {0,1}
@attribute Att286 {0,1}
@attribute Att287 {0,1}
@attribute Att288 {0,1}
@attribute Att289 {0,1}
@attribute Att290 {0,1}
@attribute Att291 {0,1}
@attribute Att292 {0,1}
@attribute Att293 {0,1}
@attribute Att294 {0,1}

@data
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
